Date,Year,Format,Opponent,OpponentTeam,Venue,Runs,Balls,StrikeRate,Fours,Sixes,Is50,Is100,Format_TotalMatches,Format_TotalInnings,Format_CareerRuns,Format_CareerCenturies,Format_CareerHalfCenturies,Format_CareerHighestScore,Format_CareerAverage,Format_CareerStrikeRate,Format_Status
2012-04-02,2012,ODI,Sri Lanka,,Bengaluru,73,79,92.41,6,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2012-04-29,2012,ODI,Australia,,Melbourne,2,2,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2012-05-25,2012,ODI,Zimbabwe,,Colombo,13,14,92.86,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2012-06-20,2012,ODI,New Zealand,,Cape Town,25,27,92.59,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2012-07-16,2012,ODI,South Africa,,Delhi,7,7,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2012-08-12,2012,ODI,Zimbabwe,,Ahmedabad,213,232,91.81,20,3,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2012-09-07,2012,ODI,Sri Lanka,,Colombo,77,83,92.77,8,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2012-10-03,2012,ODI,West Indies,,Colombo,50,54,92.59,5,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2012-10-30,2012,ODI,Sri Lanka,,Ahmedabad,2,2,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2012-11-25,2012,ODI,Sri Lanka,,Melbourne,55,59,93.22,7,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2012-12-21,2012,ODI,South Africa,,Cape Town,25,27,92.59,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-01-16,2013,ODI,West Indies,,Cape Town,12,13,92.31,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-02-12,2013,ODI,Australia,,Ahmedabad,7,7,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-03-10,2013,ODI,England,,Kolkata,76,82,92.68,8,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-04-05,2013,ODI,Afghanistan,,Bengaluru,62,67,92.54,6,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-05-02,2013,ODI,South Africa,,Mumbai,5,5,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-05-28,2013,ODI,New Zealand,,Chennai,25,27,92.59,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-06-23,2013,ODI,West Indies,,Sydney,154,167,92.22,17,2,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2013-07-19,2013,ODI,Australia,,London,147,160,91.88,16,1,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2013-08-15,2013,ODI,New Zealand,,Dubai,35,38,92.11,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-09-10,2013,ODI,South Africa,,Delhi,15,16,93.75,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-10-06,2013,ODI,Afghanistan,,Colombo,32,34,94.12,4,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-11-01,2013,ODI,England,,London,37,40,92.5,4,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-11-28,2013,ODI,Australia,,Dubai,14,15,93.33,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2013-12-24,2013,ODI,Sri Lanka,,Bengaluru,2,2,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-01-19,2014,ODI,Zimbabwe,,Mumbai,263,286,91.96,27,3,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2014-02-15,2014,ODI,New Zealand,,Cape Town,6,6,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-03-13,2014,ODI,Australia,,Delhi,5,5,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-04-08,2014,ODI,South Africa,,Mumbai,43,46,93.48,4,1,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-05-04,2014,ODI,Australia,,Sydney,49,53,92.45,6,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-05-31,2014,ODI,Sri Lanka,,London,4,4,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-06-26,2014,ODI,Sri Lanka,,Colombo,32,34,94.12,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-07-22,2014,ODI,Afghanistan,,Mumbai,97,105,92.38,11,2,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-08-18,2014,ODI,Sri Lanka,,Chennai,92,100,92.0,8,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-09-13,2014,ODI,West Indies,,Chennai,5,5,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-10-09,2014,ODI,Zimbabwe,,Sydney,78,84,92.86,9,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-11-04,2014,ODI,England,,Bengaluru,9,9,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-12-01,2014,ODI,West Indies,,Delhi,8,8,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2014-12-27,2014,ODI,Pakistan,,London,209,227,92.07,21,4,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2015-01-22,2015,ODI,Sri Lanka,,Melbourne,49,53,92.45,6,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-02-18,2015,ODI,Afghanistan,,Melbourne,248,270,91.85,32,4,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2015-03-16,2015,ODI,England,,Chennai,83,90,92.22,8,2,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-04-11,2015,ODI,Australia,,London,62,67,92.54,5,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-05-07,2015,ODI,Afghanistan,,Melbourne,23,25,92.0,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-06-03,2015,ODI,Zimbabwe,,London,49,53,92.45,5,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-06-29,2015,ODI,New Zealand,,Sydney,33,35,94.29,4,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-07-25,2015,ODI,Australia,,Dubai,13,14,92.86,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-08-21,2015,ODI,Sri Lanka,,Delhi,3,3,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-09-16,2015,ODI,Pakistan,,Sydney,49,53,92.45,6,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-10-12,2015,ODI,Bangladesh,,Sydney,30,32,93.75,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-11-07,2015,ODI,Bangladesh,,Dubai,24,26,92.31,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-12-04,2015,ODI,Pakistan,,Delhi,68,74,91.89,6,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2015-12-30,2015,ODI,South Africa,,Mumbai,54,58,93.1,5,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2016-01-25,2016,ODI,South Africa,,Sydney,24,26,92.31,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2016-02-21,2016,ODI,Bangladesh,,Sydney,9,9,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2016-03-18,2016,ODI,New Zealand,,Kolkata,202,220,91.82,25,4,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2016-04-13,2016,ODI,Sri Lanka,,Mumbai,73,79,92.41,6,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2016-05-09,2016,ODI,Pakistan,,Kolkata,23,25,92.0,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2016-06-05,2016,ODI,Bangladesh,,London,6,6,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2016-07-01,2016,ODI,West Indies,,Mumbai,0,7,0.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2016-07-27,2016,ODI,Bangladesh,,Colombo,14,15,93.33,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2016-08-23,2016,ODI,Pakistan,,Dubai,33,35,94.29,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2016-09-18,2016,ODI,Zimbabwe,,Mumbai,70,76,92.11,7,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2016-10-14,2016,ODI,Australia,,Delhi,58,63,92.06,5,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2016-11-09,2016,ODI,England,,Melbourne,209,227,92.07,25,2,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2016-12-06,2016,ODI,West Indies,,Melbourne,9,9,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-01-01,2017,ODI,Sri Lanka,,Cape Town,2,2,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-01-27,2017,ODI,Zimbabwe,,Melbourne,60,65,92.31,5,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-02-23,2017,ODI,Bangladesh,,Mumbai,127,138,92.03,13,1,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2017-03-21,2017,ODI,Australia,,Sydney,3,3,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-04-16,2017,ODI,New Zealand,,Delhi,73,79,92.41,7,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-05-12,2017,ODI,Sri Lanka,,Kolkata,61,66,92.42,6,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-06-08,2017,ODI,Sri Lanka,,Delhi,7,7,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-07-04,2017,ODI,Pakistan,,Cape Town,255,277,92.06,34,2,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2017-07-30,2017,ODI,Pakistan,,Kolkata,33,35,94.29,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-08-26,2017,ODI,Sri Lanka,,Mumbai,49,53,92.45,4,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-09-21,2017,ODI,Afghanistan,,Melbourne,49,53,92.45,5,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-10-17,2017,ODI,West Indies,,Delhi,49,53,92.45,6,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-11-12,2017,ODI,Sri Lanka,,Ahmedabad,20,21,95.24,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2017-12-09,2017,ODI,Bangladesh,,Ahmedabad,2,2,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-01-04,2018,ODI,New Zealand,,Chennai,18,19,94.74,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-01-30,2018,ODI,Australia,,Ahmedabad,43,46,93.48,4,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-02-26,2018,ODI,Pakistan,,Kolkata,45,49,91.84,4,1,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-03-24,2018,ODI,Pakistan,,Mumbai,35,38,92.11,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-04-19,2018,ODI,New Zealand,,Chennai,33,35,94.29,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-05-15,2018,ODI,West Indies,,Ahmedabad,93,101,92.08,11,2,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-06-11,2018,ODI,West Indies,,Colombo,3,3,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-07-07,2018,ODI,Afghanistan,,Chennai,149,162,91.98,20,1,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2018-08-02,2018,ODI,New Zealand,,Bengaluru,57,62,91.94,5,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-08-29,2018,ODI,Bangladesh,,Dubai,55,59,93.22,6,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-09-24,2018,ODI,Zimbabwe,,Ahmedabad,80,87,91.95,10,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-10-20,2018,ODI,Sri Lanka,,Cape Town,228,248,91.94,21,2,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2018-11-15,2018,ODI,Bangladesh,,Ahmedabad,8,8,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2018-12-12,2018,ODI,West Indies,,Dubai,1,1,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-01-07,2019,ODI,Bangladesh,,London,189,205,92.2,20,2,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2019-02-02,2019,ODI,Afghanistan,,Melbourne,49,53,92.45,6,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-03-01,2019,ODI,Afghanistan,,Melbourne,68,74,91.89,7,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-03-27,2019,ODI,Sri Lanka,,Melbourne,60,65,92.31,6,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-04-22,2019,ODI,Pakistan,,Mumbai,44,47,93.62,5,1,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-05-18,2019,ODI,Pakistan,,Mumbai,1,1,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-06-14,2019,ODI,Afghanistan,,Ahmedabad,49,53,92.45,6,1,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-07-10,2019,ODI,Sri Lanka,,London,49,53,92.45,5,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-08-05,2019,ODI,England,,Colombo,21,22,95.45,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-09-01,2019,ODI,Zimbabwe,,London,156,169,92.31,17,2,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2019-09-27,2019,ODI,Sri Lanka,,Chennai,73,79,92.41,6,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-10-23,2019,ODI,Zimbabwe,,Ahmedabad,74,80,92.5,7,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-11-18,2019,ODI,Sri Lanka,,Sydney,1,1,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2019-12-15,2019,ODI,South Africa,,Mumbai,20,21,95.24,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-01-10,2020,ODI,West Indies,,Dubai,10,10,100.0,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-02-05,2020,ODI,Bangladesh,,London,72,78,92.31,8,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-03-02,2020,ODI,Zimbabwe,,Chennai,48,52,92.31,5,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-03-29,2020,ODI,South Africa,,Sydney,5,5,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-04-24,2020,ODI,New Zealand,,Colombo,15,16,93.75,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-05-20,2020,ODI,Zimbabwe,,Cape Town,3,3,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-06-16,2020,ODI,Bangladesh,,Dubai,259,282,91.84,33,2,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2020-07-12,2020,ODI,Pakistan,,Cape Town,22,23,95.65,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-08-07,2020,ODI,New Zealand,,Kolkata,42,45,93.33,5,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-09-02,2020,ODI,England,,Kolkata,124,135,91.85,12,1,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2020-09-29,2020,ODI,Australia,,Dubai,80,87,91.95,8,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-10-25,2020,ODI,Sri Lanka,,Ahmedabad,2,2,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-11-20,2020,ODI,England,,Delhi,19,20,95.0,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2020-12-17,2020,ODI,Pakistan,,Sydney,1,1,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-01-12,2021,ODI,Zimbabwe,,Ahmedabad,49,53,92.45,5,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-02-07,2021,ODI,Sri Lanka,,Sydney,49,53,92.45,5,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-03-05,2021,ODI,Zimbabwe,,Chennai,219,238,92.02,19,3,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2021-04-01,2021,ODI,Bangladesh,,Bengaluru,90,98,91.84,11,2,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-04-27,2021,ODI,South Africa,,London,29,31,93.55,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-05-23,2021,ODI,Afghanistan,,Kolkata,16,17,94.12,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-06-19,2021,ODI,Afghanistan,,Delhi,28,30,93.33,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-07-15,2021,ODI,Afghanistan,,Sydney,27,29,93.1,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-08-10,2021,ODI,Afghanistan,,Sydney,96,104,92.31,9,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-09-05,2021,ODI,Sri Lanka,,Cape Town,49,53,92.45,6,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-10-02,2021,ODI,New Zealand,,Dubai,15,16,93.75,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-10-28,2021,ODI,Bangladesh,,London,105,114,92.11,12,2,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2021-11-23,2021,ODI,England,,Kolkata,36,39,92.31,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2021-12-20,2021,ODI,Sri Lanka,,Kolkata,20,21,95.24,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-01-15,2022,ODI,New Zealand,,Mumbai,7,7,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-02-10,2022,ODI,Zimbabwe,,Cape Town,6,6,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-03-08,2022,ODI,Australia,,Ahmedabad,46,50,92.0,4,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-04-04,2022,ODI,England,,Sydney,70,76,92.11,7,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-04-30,2022,ODI,Bangladesh,,Dubai,98,106,92.45,10,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-05-26,2022,ODI,Bangladesh,,London,15,16,93.75,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-06-22,2022,ODI,South Africa,,Chennai,155,168,92.26,15,1,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2022-07-18,2022,ODI,Pakistan,,Kolkata,105,114,92.11,10,2,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2022-08-13,2022,ODI,New Zealand,,Melbourne,75,81,92.59,7,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-09-08,2022,ODI,Pakistan,,Sydney,23,25,92.0,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-10-05,2022,ODI,Sri Lanka,,Chennai,14,15,93.33,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-10-31,2022,ODI,South Africa,,Melbourne,12,13,92.31,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-11-26,2022,ODI,Bangladesh,,Colombo,2,2,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2022-12-23,2022,ODI,New Zealand,,Chennai,18,19,94.74,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-01-18,2023,ODI,Afghanistan,,Bengaluru,11,11,100.0,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-02-13,2023,ODI,West Indies,,Chennai,49,53,92.45,6,1,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-03-11,2023,ODI,Bangladesh,,Dubai,13,14,92.86,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-04-07,2023,ODI,Bangladesh,,Ahmedabad,35,38,92.11,4,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-05-03,2023,ODI,Australia,,Colombo,100,108,92.59,11,1,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2023-05-29,2023,ODI,England,,Mumbai,45,49,91.84,5,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-06-25,2023,ODI,Bangladesh,,Bengaluru,3,3,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-07-21,2023,ODI,West Indies,,Bengaluru,3,3,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-08-16,2023,ODI,Afghanistan,,Dubai,208,226,92.04,27,4,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2023-09-11,2023,ODI,South Africa,,Melbourne,5,5,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-10-08,2023,ODI,Afghanistan,,Colombo,0,2,0.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-11-03,2023,ODI,South Africa,,Cape Town,71,77,92.21,8,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-11-29,2023,ODI,Bangladesh,,London,49,53,92.45,4,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2023-12-26,2023,ODI,New Zealand,,Dubai,58,63,92.06,6,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-01-21,2024,ODI,Pakistan,,Dubai,10,10,100.0,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-02-16,2024,ODI,Sri Lanka,,Colombo,25,27,92.59,2,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-03-13,2024,ODI,Australia,,Ahmedabad,4,4,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-04-09,2024,ODI,Bangladesh,,Bengaluru,34,37,91.89,4,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-05-05,2024,ODI,South Africa,,Ahmedabad,178,193,92.23,19,3,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2024-05-31,2024,ODI,Afghanistan,,Cape Town,11,11,100.0,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-06-27,2024,ODI,Australia,,Cape Town,37,40,92.5,4,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-07-23,2024,ODI,Bangladesh,,Delhi,6,6,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-08-18,2024,ODI,Sri Lanka,,Dubai,5,5,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-09-13,2024,ODI,South Africa,,Mumbai,57,62,91.94,7,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-10-10,2024,ODI,West Indies,,Colombo,51,55,92.73,5,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-11-05,2024,ODI,South Africa,,Bengaluru,7,7,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2024-12-01,2024,ODI,Pakistan,,Melbourne,159,173,91.91,18,3,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2024-12-28,2024,ODI,Bangladesh,,Melbourne,49,53,92.45,5,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-01-23,2025,ODI,Zimbabwe,,Bengaluru,5,5,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-02-18,2025,ODI,South Africa,,Bengaluru,56,61,91.8,6,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-03-16,2025,ODI,New Zealand,,Dubai,12,13,92.31,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-04-12,2025,ODI,South Africa,,Ahmedabad,53,57,92.98,4,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-05-08,2025,ODI,South Africa,,Kolkata,10,10,100.0,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-06-03,2025,ODI,Australia,,Ahmedabad,23,25,92.0,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-06-30,2025,ODI,Bangladesh,,Delhi,80,87,91.95,10,1,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-07-26,2025,ODI,Afghanistan,,Chennai,7,7,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-08-21,2025,ODI,Sri Lanka,,Ahmedabad,3,3,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-09-16,2025,ODI,Australia,,Bengaluru,76,82,92.68,10,0,1,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-10-13,2025,ODI,Afghanistan,,Kolkata,12,13,92.31,1,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-11-08,2025,ODI,Pakistan,,Colombo,29,31,93.55,3,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2025-12-04,2025,ODI,West Indies,,Ahmedabad,117,127,92.13,10,2,0,1,273,265,11562,32,57,264,49.2,91.8,Active
2025-12-31,2025,ODI,Australia,,Ahmedabad,5,5,100.0,0,0,0,0,273,265,11562,32,57,264,49.2,91.8,Active
2007-01-01,2007,T20I,Pakistan,,Mumbai,9,9,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2007-02-13,2007,T20I,Zimbabwe,,Melbourne,9,9,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2007-03-29,2007,T20I,Sri Lanka,,Melbourne,19,19,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2007-05-12,2007,T20I,Australia,,Mumbai,2,2,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2007-06-25,2007,T20I,Australia,,Kolkata,2,2,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2007-08-08,2007,T20I,New Zealand,,Delhi,69,69,100.0,8,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2007-09-20,2007,T20I,Zimbabwe,,Sydney,49,49,100.0,5,1,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2007-11-03,2007,T20I,West Indies,,Cape Town,8,8,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2007-12-17,2007,T20I,Australia,,Cape Town,14,14,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2008-01-30,2008,T20I,South Africa,,Delhi,19,19,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2008-03-14,2008,T20I,West Indies,,Colombo,11,11,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2008-04-27,2008,T20I,Afghanistan,,Mumbai,76,76,100.0,10,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2008-06-09,2008,T20I,New Zealand,,Ahmedabad,72,72,100.0,9,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2008-07-23,2008,T20I,Pakistan,,Ahmedabad,27,27,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
